START_TARGETS
TARGET_TYPE,TARGET_TYPE_AS_TEXT,TARGET_LIST_NUMBER,TARGET_ID,TARGET_DCID,PART_NUMBER,LABEL,TIME_DATA,UP_DELAY,DOWN_TIME,DOWN_DELAY,FOCUS_TIME,FOCUS_DELAY,COLOR_TIME,COLOR_DELAY,BEAM_TIME,BEAM_DELAY,DURATION,MARK,BLOCK,ASSERT,ALL_FADE,PREHEAT,FOLLOW,LINK,LOOP,CURVE,RATE,EXTERNAL_LINKS,EFFECTS,MODE,CUE_NOTES,SCENE_TEXT,SCENE_END
1,Cue,1,492,BF32F26C-5910-423C-94F4-BEAAF7504701,2,,3,6,,,,,,,,,9,,,,,,,,,,,,,,,,
1,Cue,1,493,B073853C-AA6D-4B94-A0C3-1CDB3BC2CF67,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
1,Cue,1,494,EBDCA3A0-4AE7-45C3-8B76-012621CF8AC0,,Mary Arruda gets arrested,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,495,DA88B4D2-D996-4180-AF0F-5C32751FE9EA,,,,,,,,,,,,,6,M,,,,,,,,,,,,,,,
1,Cue,1,495,DA88B4D2-D996-4180-AF0F-5C32751FE9EA,1,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,495,DA88B4D2-D996-4180-AF0F-5C32751FE9EA,2,,3,3,,,,,,,,,6,,,,,,,,,,,,,,,,
1,Cue,1,496,BC663051-E347-4D01-A7E7-092C0603FE85,,,0,,,,,,,,,,0,M,,,,,,,,,,,,,,,
1,Cue,1,497,37FFC624-99C2-42B8-8A13-3C337D0D7082,,,0,,,,,,,,,,0,M,,,,,,,,,,,,,,,
1,Cue,1,498,3B08A285-2FF9-40F5-A2E8-C9D740CCE662,,,1.5,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,499,586FE216-36EA-4FF6-B4FE-0EA7F8EF5B9A,,,1.5,,,,,,,,,,1.5,M,,,,,,,,,,,,,,,
1,Cue,1,500,9122F036-8D6A-4F18-ABC5-DA3E8ED0A37B,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,501,2544BBED-8A4E-4C0A-A9B1-98EF77E297CE,,,1.5,,,,,,,,,,1.5,,,,,,,,,,,,,,,,
1,Cue,1,502,D8C003AC-437B-4F54-9D54-B7DC42B57008,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,503,5FB63A9C-0273-4408-AD1F-75E32A7CB0A7,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,504,D2961071-6795-4889-9F11-9CA440CE3003,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,505,CF5BF3E6-E0E9-47DD-A1D4-3F547A06522C,,,3,,,,,,,,,,3,,b,,,,,,,,,,,,,,
1,Cue,1,506,97B007DF-7B0C-495C-9F08-4CDE59D5F99F,,,3,,,,,,,,,,6,M,b,,,,,,,,,,,,,,
1,Cue,1,507,F9B4424A-4C1A-401D-8C0B-CF7625B76C27,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,508,80FB2AD7-973E-4D5E-B0D1-D4511969E8DB,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,509,BA0EC33E-423A-46A6-85D2-881BC5FDEE43,,,0,,,,,,,,,,0,,b,,,,,,,,,,,,,,
1,Cue,1,510,C5DB586C-3DEC-45E9-B6BE-E4CA14D12F42,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,511,2EE30C8B-F7B8-41E8-873A-100EA5A27B96,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,512,2EE90C58-C80E-4CB7-9DB6-9294FCE61905,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,513,468F8DFE-53A1-45F9-A1BE-E24EEB94C248,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,514,4FFB9873-2679-4C54-9606-BBEBE88CB73B,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,515,45CB327E-26D0-4577-BDB9-2E1DD1F083AB,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,516,874C80FD-BCCA-4974-A330-F717CCF59B23,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,517,242BC2B0-7FE4-4B71-BC82-E98A6E8174C6,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,518,6359B85F-D37B-4836-B2FE-3D7999FA5949,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,Cue,1,519,2B778346-B441-4E36-882B-177295D056B1,,,0,,,,,,,,,,0,M,,,,,,,,,,,,,,,
1,Cue,1,520,04AAC629-36FC-4461-BF85-B4CADFFBAD38,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
1,Cue,1,521,B66465A9-8354-4798-A3B8-6A410983B4C9,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
1,Cue,1,522,02A4069C-8262-4FA2-820D-7A792CEC23F9,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
1,Cue,1,523,28C9AC1C-B310-460F-A780-EA7BD0BD2F01,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
1,Cue,1,524,6F3E5CA8-CA51-49BB-9922-51B664302396,,,3,,,,,,,,,,6,M,,,,,,,,,,,,,,,
1,Cue,1,525,2D2D06CA-7F1F-436F-B8E2-AA462AC04481,,,1,,,,,,,,,,1,M,,,,,,,,,,,,,,,
1,Cue,1,526,3E9440F5-371A-412F-9D7E-DD03B45E7478,,,1,,,,,,,,,,1,M,,,,,,,,,,,,,,,
1,Cue,1,527,3360ECD1-E9D6-454A-A9F0-8901BA359953,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,
1,Cue,1,527,3360ECD1-E9D6-454A-A9F0-8901BA359953,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
1,Cue,1,527,3360ECD1-E9D6-454A-A9F0-8901BA359953,2,,1,0.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,
1,Cue,1,527,3360ECD1-E9D6-454A-A9F0-8901BA359953,3,,1,1,,,,,,,,,2,,,,,,,,,,,,,,,,
1,Cue,1,527,3360ECD1-E9D6-454A-A9F0-8901BA359953,4,,1,1.5,,,,,,,,,2.5,,,,,,,,,,,,,,,,
1,Cue,1,528,46A35827-4774-4A93-9644-EE9C7971FECD,,,0,,,,,,,,,,0,,B,,,,,,,,,,,,,,
1,Cue,1,529,DDF115EF-B400-4741-987F-5C450515D021,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,530,76082F44-9DBD-40F4-8D3B-0F27891EDC61,,,3,,,,,,,,,,3,M,,,,,,,,,,,,,,,
1,Cue,1,531,9549D955-52B8-4BD1-8C03-0A468684C053,,,,,,,,,,,,,7,,,,,,,,,,,,E911 913 ,,,Finale,
1,Cue,1,531,9549D955-52B8-4BD1-8C03-0A468684C053,1,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
1,Cue,1,531,9549D955-52B8-4BD1-8C03-0A468684C053,2,,1,6,,,,,,,,,7,,,,,,,,,,,,,,,,
1,Cue,1,532,CBADE7A8-4BC2-4891-AE8D-AB92EBBD6428,,,1.5,,,,,,,,,,1.5,M,,,,,,,,,,,E911 913 ,,,,
1,Cue,1,533,9D57F8DD-5D84-477F-BD62-895DFFE976C5,,,,,,,,,,,,,2,M,,,,,,,,,,,E911 913 ,,,,
1,Cue,1,533,9D57F8DD-5D84-477F-BD62-895DFFE976C5,1,,1,,,,,,,,,,1,M,,,,,,,,,,,,,,,
1,Cue,1,533,9D57F8DD-5D84-477F-BD62-895DFFE976C5,2,,1,1,,,,,,,,,2,,,,,,,,,,,,,,,,
1,Cue,1,534,0E83150F-51E3-4323-BB4D-A0E589BF16F1,,,3,,,,,,,,,,3,,,,,,,,,,,,E911 913 ,,,,
1,Cue,1,535,A37AEBB5-B4E4-4B84-A46B-1477FF946707,,,3,,,,,,,,,,3,M,,,,,,,,,,,E911 913 ,,,,
1,Cue,1,536,7A915125-0F4A-4946-9C8D-90741D560CFF,,,1,,,,,,,,,,1,M,,,,,,,,,,,E911 913 ,,,,
1,Cue,1,537,8363718A-EB37-420E-A24F-0FE8796AD96B,,,3,,,,,,,,,,3,,,,,,,,,,,,E11 12 904 911 913 ,,,,
1,Cue,1,538,99D8C1BB-BD9E-49ED-947F-EB474399C3B4,,,3,,,,,,,,,,6,M,,,,,,,,,,,E904 911 913 ,,,,
1,Cue,1,539,3FBB2BC7-0643-4DC9-8BA4-646727F0EF01,,,3,,,,,,,,,,6,M,b,,,,,,,,,,E911 913 ,,,,
1,Cue,1,540,23B2291C-C4CF-4F5A-9B67-9E54DA7E3246,,,0,,,,,,,,,,0,,,,,,F0.5,,,,,,E8 911 913 ,,,,
1,Cue,1,541,8DD14F4C-D8CC-4C6C-AD90-B3367D3B18DF,,,0,,,,,,,,,,0,,b,,,,,,,,,,E13 911 ,,,,
15,Cue_List,,1,C3D4A6D1-52C2-4C56-8555-8EBD8A0B698E,,Moving Light Test,,,,,,,,,,,,,,,,,,,,,,,,,,,
END_TARGETS
